Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
49-tailored-pocket-tee,,,,,,,,White,,M,,,SKA-F4920:6J:M,0,shopify,deny,manual,70.00,,true,true,'023558,https://cdn.shopify.com/s/files/1/3039/0972/products/49-tailored-pocket-tee-5.jpg?v=1571720100,7,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/49-tailored-pocket-tee-4.jpg?v=1571720100,lb,,
49-tailored-pocket-tee,,,,,,,,White,,L,,,SKA-F4920:6J:L,0,shopify,continue,manual,70.00,,true,true,'023559,https://cdn.shopify.com/s/files/1/3039/0972/products/49-tailored-pocket-tee-6.jpg?v=1571720100,8,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/49-tailored-pocket-tee-4.jpg?v=1571720100,lb,,
49-tailored-pocket-tee,,,,,,,,BlkWash,,XS,,,SKA-F4920:11:XS,0,shopify,deny,manual,70.00,,true,true,'023624,https://cdn.shopify.com/s/files/1/3039/0972/products/41481.jpg?v=1571720100,9,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/49-tailored-pocket-tee-2.jpg?v=1571720100,lb,,
49-tailored-pocket-tee,,,,,,,,BlkWash,,S,,,SKA-F4920:11:S,0,shopify,continue,manual,70.00,,true,true,'023626,https://cdn.shopify.com/s/files/1/3039/0972/products/41482.jpg?v=1571720100,10,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/49-tailored-pocket-tee-2.jpg?v=1571720100,lb,,
49-tailored-pocket-tee,,,,,,,,BlkWash,,M,,,SKA-F4920:11:M,0,shopify,continue,manual,70.00,,true,true,'023627,https://cdn.shopify.com/s/files/1/3039/0972/products/41483.jpg?v=1571720100,11,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/49-tailored-pocket-tee-2.jpg?v=1571720100,lb,,
49-tailored-pocket-tee,,,,,,,,BlkWash,,L,,,SKA-F4920:11:L,0,shopify,continue,manual,70.00,,true,true,'023640,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/49-tailored-pocket-tee-2.jpg?v=1571720100,lb,,
91-t-shaped-giant-tee,#91 T-Shaped Giant Tee,"<meta content=""text/html; charset=utf-8"" http-equiv=""content-type"">
<div>Skargorn | #91 T-Shaped Giant Tee</div>
<div></div>
<div>#91 T-Shaped Giant Tee is an oversized striped pocket tee. Featuring a loose round neck, signature cutout at side neck, short sleeves and a boxy straight cut. Relaxed washed cotton. </div>
<div> 
<div>- 100% Cotton </div>
<div>- Machine wash cold, tumble dry low </div>
<div>- Made in USA</div>
<div></div>
</div>
<div>Measurements:</div>
<div>Shoulder: 18""</div>
<div>Chest:  20""</div>
<div>Length: 31""</div>
<div>Measurements from size S</div>
<div> </div>
<div>Model shown wearing a size S</div>",Skargorn,WOMEN,"az-basics, CLOTHING, onlineonly, Responsible, Tees, Tops, Tunics, under-100, WOMEN",false,Color,MGBB,Size,XS,,,SKA-M9121:42:XS,0,shopify,deny,manual,80.00,,true,true,'023612,https://cdn.shopify.com/s/files/1/3039/0972/products/91-t-shaped-giant-tee-1.jpg?v=1571720100,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/91-t-shaped-giant-tee-1.jpg?v=1571720100,lb,,
91-t-shaped-giant-tee,,,,,,,,MGBB,,S,,,SKA-M9121:42:S,0,shopify,deny,manual,80.00,,true,true,'023614,https://cdn.shopify.com/s/files/1/3039/0972/products/91-t-shaped-giant-tee.jpg?v=1571720100,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/91-t-shaped-giant-tee-1.jpg?v=1571720100,lb,,
91-t-shaped-giant-tee,,,,,,,,MGBB,,M,,,SKA-M9121:42:M,0,shopify,deny,manual,80.00,,true,true,'023615,https://cdn.shopify.com/s/files/1/3039/0972/products/91-t-shaped-giant-tee-2.jpg?v=1571720100,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/91-t-shaped-giant-tee-1.jpg?v=1571720100,lb,,
91-t-shaped-giant-tee,,,,,,,,MGBB,,L,,,SKA-M9121:42:L,0,shopify,deny,manual,80.00,,true,true,'023617,https://cdn.shopify.com/s/files/1/3039/0972/products/91-t-shaped-giant-tee-3.jpg?v=1571720100,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/91-t-shaped-giant-tee-1.jpg?v=1571720100,lb,,
91-t-shaped-giant-tee,,,,,,,,MGBB,,XL,,,SKA-M9121:42:XL,0,shopify,deny,manual,80.00,,true,true,'023641,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/91-t-shaped-giant-tee-1.jpg?v=1571720100,lb,,
91-t-shaped-giant-tee,,,,,,,,Flint,,XS,,,SKA-M9121:2R:XS,0,shopify,deny,manual,80.00,,true,true,'023560,,,,,,,,,,,,,,,,,,,,,lb,,
91-t-shaped-giant-tee,,,,,,,,Flint,,S,,,SKA-M9121:2R:S,0,shopify,deny,manual,80.00,,true,true,'023562,,,,,,,,,,,,,,,,,,,,,lb,,
91-t-shaped-giant-tee,,,,,,,,Flint,,M,,,SKA-M9121:2R:M,0,shopify,deny,manual,80.00,,true,true,'023563,,,,,,,,,,,,,,,,,,,,,lb,,
91-t-shaped-giant-tee,,,,,,,,Flint,,L,,,SKA-M9121:2R:L,0,shopify,deny,manual,80.00,,true,true,'023564,,,,,,,,,,,,,,,,,,,,,lb,,
5-full-cut-white-dia-band,.5 Full Cut White Dia Band,"<div>The Full Cut White Dia Band from Blair Lauren Brown features 6 white diamond around an 18k gold band.</div>
<br>
<div>- 18k white gold, white diamond</div>
<div>- Artisan crafted in Brooklyn, NY</div>
<br>
<div>Blair Lauren Brown is sustainably handcrafted American &amp; artisan jewelry. The line is a labor of love and a soul craft. Each and every piece is designed and produced by Blair Lauren Brown. Born into a 112 year legacy of handcrafted fine jewelry, Blair is working in the same tradition as her family before her. Hand finishing every piece, designing with raw uncut diamonds &amp; pure 24k gold nuggets allows a unique story to be told with every piece. All of the pieces are handmade in the USA &amp; locally produced in Brooklyn, New York.</div>
<br>
<div><em>All pieces are delicate in nature and should be treated accordingly. Pieces with stones should be protected from impact or bending, as stones are meticulously and precisely set, and may pop out of their settings if shifted in any way. For best results, have a professional jeweler clean your piece to ensure longevity. Please contact us regarding any repairs due to normal wear and tear and we will be happy to connect you with the jewelry vendor.</em></div>",Blair Lauren Brown,WOMEN,"blair-lauren-brown, Jewelry, over-1000, Rings, WOMEN",true,Color,18kYG,Size,6,,,DSB1097a-CG,0,shopify,deny,manual,1850.00,,true,true,'011376,https://cdn.shopify.com/s/files/1/3039/0972/products/DSB1097a-CG.jpg?v=1571720127,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/DSB1097a-CG.jpg?v=1571720127,kg,,
5-full-cut-white-dia-band,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/DSB1097a-CG2.jpg?v=1571720127,2,,,,,,,,,,,,,,,,,,,,,
100-percent-hemp-tee,100 Percent Hemp Tee,"<p>The Jungmaven 100 Percent Hemp Tee is a classic fit tee with a relaxed neckline. Garment dyed. Naturally antimicrobial, moisture wicking and fast drying.</p>
<p><br>- 100% Hemp <br>- Wash cold, tumble dry <br>- Made in USA</p>
<p><br>Measurements: <br>Shoulder: 17"" <br>Chest: 22"" <br>Length: 30""</p>
<p><br>Measurements from size M <br>Model shown wearing a size M</p>",Jungmaven,MEN,"clothing-1, jungmaven, MEN, Tees-1, tops-1, under-100",false,Color,Washed Black,Size,S,,,100PERCENTHEMPTE,0,shopify,deny,manual,94.00,,true,true,'035661,https://cdn.shopify.com/s/files/1/3039/0972/products/100_Percent_Hemp_Tee.jpg?v=1571720130,1,,false,,,,,,,,,,,,,,,,,kg,,
100-percent-hemp-tee,,,,,,,,Washed Black,,M,,,100PERCENTHEMPTE,0,shopify,deny,manual,94.00,,true,true,'035662,https://cdn.shopify.com/s/files/1/3039/0972/products/100_Percent_Hemp_Tee1.jpg?v=1571720130,2,,,,,,,,,,,,,,,,,,,kg,,
100-percent-hemp-tee,,,,,,,,Washed Black,,L,,,100PERCENTHEMPTE,0,shopify,deny,manual,94.00,,true,true,'035663,https://cdn.shopify.com/s/files/1/3039/0972/products/100_Percent_Hemp_Tee2.jpg?v=1571720130,3,,,,,,,,,,,,,,,,,,,kg,,
100-percent-hemp-tee,,,,,,,,Washed Black,,XL,,,100PERCENTHEMPTE,0,shopify,deny,manual,94.00,,true,true,'035664,,,,,,,,,,,,,,,,,,,,,kg,,
62-long-sleeve-tee,#62 L/S Tee,"<meta content=""text/html; charset=utf-8"" http-equiv=""content-type"">
<div>Skargorn | #62 Long Sleeve Tee</div>
<div></div>
<div>The #62 Long Sleeve Tee from Skargorn is a heavy cotton oversized tee with drop shoulders, an extra wide neck, boxy fit, straight cut, and signature Skargorn slits at neckline. </div>
<div> </div>
<div>- 90% Cotton, 10% Polyester </div>
<div>- Machine wash cold, tumble dry low </div>
<div>- Made in USA </div>
<div> </div>
<div>Measurements:</div>
<div>Shoulder: 28""</div>
<div>Chest: 27""</div>
<div>Length: 26""</div>
<div>Shoulder to wrist: 17.5""</div>
<br>
<div>Measurements from size XS</div>
<div>Model shown wearing a size XS</div>",Skargorn,WOMEN,"az-basics, backinstock-0819, CLOTHING, color-hthrwash, Responsible, skargorn, Tees, Tops, under-100, WOMEN",true,Color,HthrWash,Size,XS,,,SKA-F6218:3D:XS,0,shopify,deny,manual,90.00,,true,true,'024335,https://cdn.shopify.com/s/files/1/3039/0972/products/62-long-sleeve-tee.jpg?v=1571720148,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/62-long-sleeve-tee.jpg?v=1571720148,lb,,
62-long-sleeve-tee,,,,,,,,HthrWash,,S,,,SKA-F6218:3D:S,0,shopify,deny,manual,90.00,,true,true,'024336,https://cdn.shopify.com/s/files/1/3039/0972/products/62-long-sleeve-tee-1.jpg?v=1571720148,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/62-long-sleeve-tee.jpg?v=1571720148,lb,,
62-long-sleeve-tee,,,,,,,,HthrWash,,M,,,SKA-F6218:3D:M,0,shopify,deny,manual,90.00,,true,true,'024337,https://cdn.shopify.com/s/files/1/3039/0972/products/62-long-sleeve-tee-2.jpg?v=1571720148,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/62-long-sleeve-tee.jpg?v=1571720148,lb,,
62-long-sleeve-tee,,,,,,,,HthrWash,,L,,,SKA-F6218:3D:L,0,shopify,deny,manual,90.00,,true,true,'024338,https://cdn.shopify.com/s/files/1/3039/0972/products/62-long-sleeve-tee-3.jpg?v=1571720148,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/62-long-sleeve-tee.jpg?v=1571720148,lb,,
60-boxy-long-tee,#60 Boxy Long Tee,"<meta content=""text/html; charset=utf-8"" http-equiv=""content-type"">
<div>Skargorn | #60 Boxy Long Tee</div>
<div></div>
<div id=""details"">Extra long boxy short sleeve tee. Featuring a ribbed round neckline, single chest pocket, and straight hem. Signature cutouts at neckline. </div>
<div id=""details""> </div>
<div id=""details"">- 100% Cotton </div>
<div id=""details"">- Machine wash cold, tumble dry low </div>
<div id=""details"">- Made in Los Angeles </div>
<div id=""details""> </div>
<div id=""details"">Measurements:</div>
<div id=""details"">Shoulder: 21""</div>
<div id=""details"">Chest: 20""</div>
<div id=""details"">Length: 33""</div>
<br>
<div id=""details"">Measurements from size XS</div>
<div id=""details"">Model shown wearing a size XS</div>",Skargorn,WOMEN,"az-basics, backinstock-0819, CLOTHING, color-black-wash, color-white-wash, Responsible, skargorn, Tees, Tops, Tunics, under-100, WOMEN",true,Color,Black Wash,Size,XS,,,SKA-F6020:14:XS,0,shopify,deny,manual,80.00,,true,true,'032199,https://cdn.shopify.com/s/files/1/3039/0972/products/60-boxy-long-tee-3.jpg?v=1571720158,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/60-boxy-long-tee.jpg?v=1571720158,lb,,
60-boxy-long-tee,,,,,,,,Black Wash,,S,,,SKA-F6020:14:S,0,shopify,deny,manual,80.00,,true,true,'032200,https://cdn.shopify.com/s/files/1/3039/0972/products/60-boxy-long-tee-4.jpg?v=1571720158,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/60-boxy-long-tee.jpg?v=1571720158,lb,,
60-boxy-long-tee,,,,,,,,Black Wash,,M,,,SKA-F6020:14:M,0,shopify,deny,manual,80.00,,true,true,'032201,https://cdn.shopify.com/s/files/1/3039/0972/products/60-boxy-long-tee-5.jpg?v=1571720158,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/60-boxy-long-tee.jpg?v=1571720158,lb,,
60-boxy-long-tee,,,,,,,,Black Wash,,L,,,SKA-F6020:14:L,0,shopify,deny,manual,80.00,,true,true,'032202,https://cdn.shopify.com/s/files/1/3039/0972/products/60-boxy-long-tee.jpg?v=1571720158,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/60-boxy-long-tee.jpg?v=1571720158,lb,,
60-boxy-long-tee,,,,,,,,White Wash,,XS,,,SKA-F6020:6N:XS,0,shopify,deny,manual,80.00,,true,true,'032203,https://cdn.shopify.com/s/files/1/3039/0972/products/60-boxy-long-tee-1.jpg?v=1571720158,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/60-boxy-long-tee-3.jpg?v=1571720158,lb,,
60-boxy-long-tee,,,,,,,,White Wash,,S,,,SKA-F6020:6N:S,0,shopify,deny,manual,80.00,,true,true,'032206,https://cdn.shopify.com/s/files/1/3039/0972/products/60-boxy-long-tee-2.jpg?v=1571720158,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/60-boxy-long-tee-3.jpg?v=1571720158,lb,,
60-boxy-long-tee,,,,,,,,White Wash,,M,,,SKA-F6020:6N:M,0,shopify,deny,manual,80.00,,true,true,'032212,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/60-boxy-long-tee-3.jpg?v=1571720158,lb,,
60-boxy-long-tee,,,,,,,,White Wash,,L,,,SKA-F6020:6N:L,0,shopify,deny,manual,80.00,,true,true,'032213,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/60-boxy-long-tee-3.jpg?v=1571720158,lb,,
14-neuw-choker,14” Neuw Choker,"<div>
<div>An updated version of Gjenmi's best selling choker. The Neuw Choker is the perfect everyday chain that you can wear alone or layer with. Comes in a 15"" chain in 14k Yellow Gold.</div>
<br>
<div>Gjenmi (Gjen-meeh) fine jewelry celebrates women. They design and craft each piece in Los Angeles, CA with women in mind- Delicate, Strong, Captivating and Empowering. Each of their handcrafted pieces carries with it a timeless, feminine grace that is reminiscent of a cherished heirloom. Gjenmi designs are modern mementos inspired by antique and vintage jewelry.</div>
<br>
<div>- 14k Yellow Gold, recycled when available</div>
<div>- Handmade with experienced and trusted hands</div>
<div>- Designed and produced in Los Angeles, CA</div>
<br>
<div><em><span data-sheets-value=""[null,2,"" all="""" pieces="""" are="""" delicate="""" in="""" nature="""" and="""" should="""" be="""" treated="""" accordingly="""" with="""" stones="""" protected="""" from="""" impact="""" or="""" bending="""" as="""" meticulously="""" precisely="""" set="""" may="""" pop="""" out="""" of="""" their="""" settings="""" if="""" shifted="""" any="""" way="""" for="""" best="""" results="""" have="""" a="""" professional="""" jeweler="""" clean="""" your="""" piece="""" to="""" ensure="""" longevity="""" please="""" contact="""" us="""" regarding="""" repairs="""" due="""" normal="""" wear="""" tear="""" we="""" will="""" happy="""" connect="""" you="""" the="""" jewelry="""" vendor="""" data-sheets-userformat=""[null,null,46017,[null,0],null,null,null,null,null,0,2,4,0,null,null,"" georgia="""">All pieces are delicate in nature and should be treated accordingly. Pieces with stones should be protected from impact or bending, as stones are meticulously and precisely set, and may pop out of their settings if shifted in any way. For best results, have a professional jeweler clean your piece to ensure longevity. Please contact us regarding any repairs due to normal wear and tear and we will be happy to connect you with the jewelry vendor.</span></em></div>
<br>
<div><span data-sheets-value=""[null,2,"" all="""" pieces="""" are="""" delicate="""" in="""" nature="""" and="""" should="""" be="""" treated="""" accordingly="""" with="""" stones="""" protected="""" from="""" impact="""" or="""" bending="""" as="""" meticulously="""" precisely="""" set="""" may="""" pop="""" out="""" of="""" their="""" settings="""" if="""" shifted="""" any="""" way="""" for="""" best="""" results="""" have="""" a="""" professional="""" jeweler="""" clean="""" your="""" piece="""" to="""" ensure="""" longevity="""" please="""" contact="""" us="""" regarding="""" repairs="""" due="""" normal="""" wear="""" tear="""" we="""" will="""" happy="""" connect="""" you="""" the="""" jewelry="""" vendor="""" data-sheets-userformat=""[null,null,46017,[null,0],null,null,null,null,null,0,2,4,0,null,null,"" georgia="""">Measurements:</span></div>
<p>- 15"" Chain</p>
</div>",Gjenmi,WOMEN,"14kYG, 250-500, gjenmi, Jewelry, Responsible",true,Color,14KYG,,,,,GJE-NCK36:15in:14KYG,0,shopify,deny,manual,260.00,,true,true,'040666,https://cdn.shopify.com/s/files/1/3039/0972/products/14_Neuw_Choker.jpg?v=1571720204,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/14_Neuw_Choker.jpg?v=1571720204,kg,,
14-neuw-choker,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/14_Neuw_Choker2.jpg?v=1571720204,2,,,,,,,,,,,,,,,,,,,,,
14-tag-link-choker,15” Tag Link Choker,"<div>
<div>The Tag Link Choker is a diamond cut link chain in 14k Yellow Gold.</div>
<br>
<div>Gjenmi (Gjen-meeh) fine jewelry celebrates women. They design and craft each piece in Los Angeles, CA with women in mind- Delicate, Strong, Captivating and Empowering. Each of their handcrafted pieces carries with it a timeless, feminine grace that is reminiscent of a cherished heirloom. Gjenmi designs are modern mementos inspired by antique and vintage jewelry.</div>
<br>
<div>- 14k Yellow Gold, recycled when available</div>
<div>- Handmade with experienced and trusted hands</div>
<div>- Designed and produced in Los Angeles, CA</div>
<br>
<div></div>
<div><em><span data-sheets-value=""[null,2,"" all="""" pieces="""" are="""" delicate="""" in="""" nature="""" and="""" should="""" be="""" treated="""" accordingly="""" with="""" stones="""" protected="""" from="""" impact="""" or="""" bending="""" as="""" meticulously="""" precisely="""" set="""" may="""" pop="""" out="""" of="""" their="""" settings="""" if="""" shifted="""" any="""" way="""" for="""" best="""" results="""" have="""" a="""" professional="""" jeweler="""" clean="""" your="""" piece="""" to="""" ensure="""" longevity="""" please="""" contact="""" us="""" regarding="""" repairs="""" due="""" normal="""" wear="""" tear="""" we="""" will="""" happy="""" connect="""" you="""" the="""" jewelry="""" vendor="""" data-sheets-userformat=""[null,null,46017,[null,0],null,null,null,null,null,0,2,4,0,null,null,"" georgia="""">All pieces are delicate in nature and should be treated accordingly. Pieces with stones should be protected from impact or bending, as stones are meticulously and precisely set, and may pop out of their settings if shifted in any way. For best results, have a professional jeweler clean your piece to ensure longevity. Please contact us regarding any repairs due to normal wear and tear and we will be happy to connect you with the jewelry vendor.</span></em></div>
<br>
<div><span data-sheets-value=""[null,2,"" all="""" pieces="""" are="""" delicate="""" in="""" nature="""" and="""" should="""" be="""" treated="""" accordingly="""" with="""" stones="""" protected="""" from="""" impact="""" or="""" bending="""" as="""" meticulously="""" precisely="""" set="""" may="""" pop="""" out="""" of="""" their="""" settings="""" if="""" shifted="""" any="""" way="""" for="""" best="""" results="""" have="""" a="""" professional="""" jeweler="""" clean="""" your="""" piece="""" to="""" ensure="""" longevity="""" please="""" contact="""" us="""" regarding="""" repairs="""" due="""" normal="""" wear="""" tear="""" we="""" will="""" happy="""" connect="""" you="""" the="""" jewelry="""" vendor="""" data-sheets-userformat=""[null,null,46017,[null,0],null,null,null,null,null,0,2,4,0,null,null,"" georgia="""">Measurements:</span></div>
<p>- 15"" Chain</p>
</div>",Gjenmi,WOMEN,"100-250, color-14kyg, gjenmi, Jewelry, Necklaces, Responsible, WOMEN",false,Color,14KYG,,,,,NCK01,0,shopify,continue,manual,167.00,0.00,true,true,'040675,https://cdn.shopify.com/s/files/1/3039/0972/products/14_Tag_Link_Choker.jpg?v=1571720204,1,,false,,,,,,,,,,,,,,,,,kg,,
14-tag-link-choker,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/14_Tag_Link_Choker2.jpg?v=1571720204,2,,,,,,,,,,,,,,,,,,,,,
14-second-skin-choker,14” Second Skin Choker,"<div>
<div>The Second Skin Choker is a delicate everyday chain that sparkles and glimmers in the light. Comes in a 15"" chain in 14k Yellow Gold.</div>
<br>
<div>Gjenmi (Gjen-meeh) fine jewelry celebrates women. They design and craft each piece in Los Angeles, CA with women in mind- Delicate, Strong, Captivating and Empowering. Each of their handcrafted pieces carries with it a timeless, feminine grace that is reminiscent of a cherished heirloom. Gjenmi designs are modern mementos inspired by antique and vintage jewelry.</div>
<br>
<div>- 14k Yellow Gold, recycled when available</div>
<div>- Handmade with experienced and trusted hands</div>
<div>- Designed and produced in Los Angeles, CA</div>
<br>
<div></div>
<div><em><span data-sheets-value=""[null,2,"" all="""" pieces="""" are="""" delicate="""" in="""" nature="""" and="""" should="""" be="""" treated="""" accordingly="""" with="""" stones="""" protected="""" from="""" impact="""" or="""" bending="""" as="""" meticulously="""" precisely="""" set="""" may="""" pop="""" out="""" of="""" their="""" settings="""" if="""" shifted="""" any="""" way="""" for="""" best="""" results="""" have="""" a="""" professional="""" jeweler="""" clean="""" your="""" piece="""" to="""" ensure="""" longevity="""" please="""" contact="""" us="""" regarding="""" repairs="""" due="""" normal="""" wear="""" tear="""" we="""" will="""" happy="""" connect="""" you="""" the="""" jewelry="""" vendor="""" data-sheets-userformat=""[null,null,46017,[null,0],null,null,null,null,null,0,2,4,0,null,null,"" georgia="""">All pieces are delicate in nature and should be treated accordingly. Pieces with stones should be protected from impact or bending, as stones are meticulously and precisely set, and may pop out of their settings if shifted in any way. For best results, have a professional jeweler clean your piece to ensure longevity. Please contact us regarding any repairs due to normal wear and tear and we will be happy to connect you with the jewelry vendor.</span></em></div>
<br>
<div><span data-sheets-value=""[null,2,"" all="""" pieces="""" are="""" delicate="""" in="""" nature="""" and="""" should="""" be="""" treated="""" accordingly="""" with="""" stones="""" protected="""" from="""" impact="""" or="""" bending="""" as="""" meticulously="""" precisely="""" set="""" may="""" pop="""" out="""" of="""" their="""" settings="""" if="""" shifted="""" any="""" way="""" for="""" best="""" results="""" have="""" a="""" professional="""" jeweler="""" clean="""" your="""" piece="""" to="""" ensure="""" longevity="""" please="""" contact="""" us="""" regarding="""" repairs="""" due="""" normal="""" wear="""" tear="""" we="""" will="""" happy="""" connect="""" you="""" the="""" jewelry="""" vendor="""" data-sheets-userformat=""[null,null,46017,[null,0],null,null,null,null,null,0,2,4,0,null,null,"" georgia="""">Measurements:</span></div>
<p>- 15"" Chain</p>
</div>",Gjenmi,WOMEN,"100-250, 14kYG, feature-052019, gjenmi, Responsible",false,Color,14k Gold,,,,,GJE-NCK203:15in:14KYG,0,shopify,deny,manual,164.00,,true,true,'040679,https://cdn.shopify.com/s/files/1/3039/0972/products/14_Second_Skin_Choker.jpg?v=1571720204,1,,false,,,,,,,,,,,,,,,,,kg,,
14-second-skin-choker,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/14_Second_Skin_Choker2.jpg?v=1571720204,2,,,,,,,,,,,,,,,,,,,,,
16-baby-gucci-chain-necklace,16” Baby Gucci Chain Necklace,"<meta content=""text/html; charset=utf-8"" http-equiv=""content-type""><style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<p><span data-sheets-value='{""1"":2,""2"":""The Baby Gucci Chain from Loren Stewart. Features a delicate solid 14k gold necklace to wear simply or layer with your favorite pieces.\n\n- 14Kt Yellow Gold Baby Gucci Chain\n- 16\"" Length\n- Handmade in Los Angeles, CA\n\nEstablished in 2010, Loren Stewart is the brainchild of partners Rachel Loren, Satya Stewart and Annah Stewart-Zafrani. The design studio is based in the hills of Mt. Washington and manufacturing takes place in downtown Los Angeles where the company works closely with local artisans specializing in all aspects of fabrication and production; wax molding, metal casting, stone setting and chain manufacturing. The brand is rooted in simplicity of fine materials and small craft production; each item of jewelry is hand-made with love and attention to quality and detail. Loren Stewart supports environmentally and socially responsible business, using recycled and responsibly sourced materials from local vendors.""}' data-sheets-userformat='{""2"":5057,""3"":[null,0],""9"":1,""10"":1,""11"":3,""12"":0,""15"":""Arial""}'>The Baby Gucci Chain from Loren Stewart. Features a delicate solid 14k gold necklace to wear simply or layer with your favorite pieces.<br><br>- 14K Yellow Gold Baby Gucci Chain<br>- 16"" Length<br>- Handmade in Los Angeles, CA<br><br>Established in 2010, Loren Stewart is the brainchild of partners Rachel Loren, Satya Stewart and Annah Stewart-Zafrani. The design studio is based in the hills of Mt. Washington and manufacturing takes place in downtown Los Angeles where the company works closely with local artisans specializing in all aspects of fabrication and production; wax molding, metal casting, stone setting and chain manufacturing. The brand is rooted in simplicity of fine materials and small craft production; each item of jewelry is hand-made with love and attention to quality and detail. Loren Stewart supports environmentally and socially responsible business, using recycled and responsibly sourced materials from local vendors.</span></p>
<meta content=""text/html; charset=utf-8"" http-equiv=""content-type""><style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<p><em>All pieces are delicate in nature and should be treated accordingly. Pieces with stones should be protected from impact or bending, as stones are meticulously and precisely set, and may pop out of their settings if shifted in any way. For best results, have a professional jeweler clean your piece to ensure longevity. Please contact us regarding any repairs due to normal wear and tear and we will be happy to connect you with the jewelry vendor.</em></p>",Loren Stewart,WOMEN,"14kYG, 250-500, color-14k-gold, jewelry, loren-stewart, necklaces, Responsible",true,Color,14k Gold,,,,,LRN-N18364:14KYG,0,shopify,deny,manual,300.00,,true,true,'041988,https://cdn.shopify.com/s/files/1/3039/0972/products/79A0916.jpg?v=1571720262,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/79A0916.jpg?v=1571720262,lb,,
16-baby-gucci-chain-necklace,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/3039/0972/products/79A0917.jpg?v=1571720262,2,,,,,,,,,,,,,,,,,,,,,
